ID,Timestamp,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Φύλλο;,Ποιος είναι ο τρόπος εργασίας;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Έχεις άτομα υπό την επίβλεψη σου;,Ποιό είναι το επίπεδο σπουδών σου;,"Ποιος είναι ο τίτλος του πτυχίου σου; (Αν έχεις παραπάνω από ένα, συμπλήρωσε τα)",Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[Fixed] Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[GROUP] Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,"[GROUP] Σε ποια πόλη δουλεύεις, Greece ή Abroad","[GROUP] Σε ποια πόλη δουλεύεις, Αττική ή Υπόλοιπη Ελλάδα",[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,[GROUP] Το πτυχίο σου είYes σχετικό με τον τομέα της πληροφορική;,[NORMALIZED] Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;
81,1/18/2023 20:15:42,"Backend, Frontend","JavaScript, PHP, HTML, CSS",6,Όχι,Γυναίκα,Στον χώρο του εργοδότη,Χαλκίδα,Χαλκίδα,1 - 10,Όχι,ΙΕΚ,ΤΕΧΝΙΚΟΣ ΕΦΑΡΜΟΓΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ (Πολυμέσα/Web designer – Developer/ Video games) ,7723,7723,6,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","JavaScript, PHP, HTML, CSS"
82,1/18/2023 20:17:28,"Backend, Desktop apps","C#, JavaScript",4,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,1 - 10,Όχι,Bachelor's,"BSc in Computer Science, PgCert in Software Engineering",14000,14000,4,Ελλάδα,Αττική,,Ναι,"Backend, Desktop Apps","C#, JavaScript"
83,1/18/2023 21:05:48,"Backend, Frontend","JavaScript, PHP",2,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Ναι,Bachelor's,Μηχανικός Πληροφορικής Τ.Ε. (Λογισμικού),11000,11000,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
84,1/18/2023 21:24:17,"DevOps, Network Enginner DC",Python,10,Ναι,Άντρας,Και τα δύο,Munich,Munich,501+,Ναι,ΙΕΚ,Informatics,94000,94000,10+,Εξωτερικό,-,,Ναι,"SRE / DevOps, Network Engineer",Python
85,1/18/2023 21:25:29,"Backend, Frontend",Delphi,1,Όχι,Άντρας,Απομακρυσμένα,Ηράκλειο,Ηράκλειο,11 - 50,Όχι,Bachelor's,Μηχανικός Πληροφορικής ,13000,13000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend",Delphi
86,1/18/2023 21:41:22,Software Engineer 1,Python,2,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Πάτρα,501+,Όχι,Bachelor's,Computer Engineering ,17110,17110,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,Python
87,1/18/2023 22:03:29,"Backend, Database Admin","C#, Sql ",5,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Master,Software engineer,24000,24000,5,Ελλάδα,Αττική,,Ναι,"Backend, DBA","C#, SQL"
88,1/18/2023 22:17:24,DevOps,"Java, Go, Bash",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Informatics and Telecommunications,21000,21000,1,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Java, Go, Bash"
89,1/18/2023 22:26:31,"Backend, Frontend","JavaScript, PHP",2,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,101 - 200,Όχι,Bachelor's,Εφαρμοσμένη Πληροφορική Πανεπιστημίου Μακεδονίας,16800,16800,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","JavaScript, PHP"
90,1/18/2023 22:41:11,Backend,"Java, JavaScript",1,Όχι,Άντρας,Και τα δύο,Πάτρα,Πάτρα,51 - 100,Ναι,Bachelor's,ΜΗΧΑΝΙΚΟΣ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ,10500,10500,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,"Java, JavaScript"
91,1/18/2023 22:42:49,Backend,PHP,10,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Master,ΤΕΙ Πληροφορικής,26760,26760,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,PHP
92,1/18/2023 23:12:53,"Backend, Frontend","JavaScript, PHP",15,Ναι,Άντρας,Απομακρυσμένα,Trikala,Trikala,11 - 50,Όχι,ΙΕΚ,ΤΕΧΝΙΚΟΣ Η/Υ ΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΔΙΚΤΥΩΝ,18000,18000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","JavaScript, PHP"
93,1/18/2023 23:21:20,"Backend, Frontend","JavaScript, PHP",1,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Χωρίς Δευτεροβάθμια Εκπαίδευση,,14000,14000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,"Backend, Frontend","JavaScript, PHP"
94,1/19/2023 0:06:54,"Backend, Frontend",JavaScript,3,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Bachelor's,Εφαρμοσμενη Πληροφορικη,23000,23000,3,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend",JavaScript
95,1/19/2023 2:03:01,"Backend, Frontend, DevOps",JavaScript,2,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,1 - 10,Όχι,Λύκειο,,11200,11200,2,Ελλάδα,Αττική,,Όχι,"Backend, Frontend, SRE / DevOps",JavaScript
96,1/19/2023 4:12:39,Backend,PHP,8,Ναι,Άντρας,Απομακρυσμένα,Αλεξανδρουπολη,Θεσσαλονίκη,201 - 500,Ναι,Bachelor's,ΜΗΧΑΝΙΚΟΣ ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΩΝ ΤΕΧΝΟΛΟΓΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,33000,33000,8,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,PHP
97,1/19/2023 8:09:50,"Backend, DevOps","Python, JavaScript, Bash",1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,"BS, Information Science & Informatics",15400,15400,1,Ελλάδα,Αττική,,Ναι,"Backend, SRE / DevOps","Python, JavaScript, Bash"
98,1/19/2023 8:42:51,"Backend, Frontend",JavaScript,2,Όχι,Άντρας,Και τα δύο,Αθήνα,,51 - 100,Όχι,Master,Μηχανικός Υ/Η και Πληροφορικής,14,14000,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",JavaScript
99,1/19/2023 12:00:04,"Backend, Frontend","JavaScript, PHP",4,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,1 - 10,Ναι,Bachelor's,"Bachelor of Engineering, Computer Engineering",1520,21280,4,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
100,1/19/2023 12:19:56,"Backend, Frontend",Java,7,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Computer Engineering & Informatics,31310,31310,7,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",Java
101,1/19/2023 13:09:33,Frontend,JavaScript,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Computer Science,16000,16000,2,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
102,1/19/2023 14:12:43,"Backend, Frontend",PHP,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Τμήμα Ηλεκτρολόγων Μηχανικών και Τεχνολογίας Υπολογιστών ,21840,21840,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",PHP
103,1/19/2023 14:22:31,"Backend, Frontend, DevOps","C#, JavaScript, Bash, powershell",9,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Ναι,Master,Μηχανικός Πληροφορικής και Υπολογιστών,25617,25617,9,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, SRE / DevOps","C#, JavaScript, Bash"
104,1/19/2023 15:26:29,Frontend,JavaScript,6,Όχι,Άντρας,Απομακρυσμένα,Λεμεσός,Valletta,11 - 50,Όχι,Bachelor's,Μηχανικός ηλεκτρονικών υπολογιστικών συστημάτων,46800,46800,6,Εξωτερικό,-,,Ναι,Frontend,JavaScript
105,1/19/2023 20:36:55,"Backend, Frontend","JavaScript, PHP",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Επιστημη Υπολογιστων,19800,19800,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
106,1/19/2023 20:50:24,DevOps,"C#, Python, JavaScript, PHP",10,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,,101 - 200,Ναι,Bachelor's,"Software engineering, Computer science",24000,24000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,SRE / DevOps,"C#, Python, JavaScript, PHP"
107,1/19/2023 21:05:14,DevOps,"Python, Go, Bash",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Πληροφορική,28272,28272,3,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Python, Go, Bash"
108,1/19/2023 23:02:38,Frontend,JavaScript,1,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Λύκειο,,10850,10850,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,Frontend,JavaScript
109,1/20/2023 0:23:04,"DevOps, DBA","Python, SQL",12,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Ναι,ΙΕΚ,ΙΕΚ,31000,31000,10+,Ελλάδα,Αττική,,Όχι,"SRE / DevOps, DBA","Python, SQL"
110,1/20/2023 10:32:18,"Backend, Frontend","JavaScript, PHP",2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Λύκειο,,19600,19600,2,Ελλάδα,Αττική,,Όχι,"Backend, Frontend","JavaScript, PHP"
111,1/20/2023 15:02:26,"Backend, Frontend","C#, JavaScript",1,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Ναι,Bachelor's,Computer Science ,7982,7982,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
112,1/20/2023 19:16:16,AI / ML,Python,3,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,MSc in Applied Informatics,20000,20000,3,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,AI / ML,Python
113,1/20/2023 19:23:12,Backend,C#,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Τμήμα πληροφορικής και τηλεπικοινωνιών ,950,13300,1,Ελλάδα,Αττική,,Ναι,Backend,C#
114,1/20/2023 19:25:16,"Backend, Frontend","C#, JavaScript",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Πληροφορική και τηλεματικής ,19000,19000,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
115,1/20/2023 19:25:16,Frontend,JavaScript,15,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Τηλεπληροφορικη και διοίκηση ,25620,25620,10+,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
116,1/21/2023 1:14:05,Backend,Python,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Ηλεκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών,15204,15204,1,Ελλάδα,Αττική,,Ναι,Backend,Python
117,1/21/2023 11:17:03,Automation Testing ,"Java, Python, Bash, Groovy",15,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Ηλεκτρολόγων μηχανικών κ τεχνολογίας υπολογιστών ,2200,30800,10+,Ελλάδα,Αττική,,Ναι,QA Engineer / QA Automation Engineer,"Java, Python, Bash, Groovy"
118,1/21/2023 15:08:25,"Backend, Frontend",C#,2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Computer Engineer,12.838,12838,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",C#
119,1/21/2023 17:05:54,AI / ML,"Python, R",4,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Master,Computer Engineering,27500,27500,4,Ελλάδα,Αττική,,Ναι,AI / ML,"Python, R"
120,1/21/2023 18:07:18,Backend,C++,7,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Όχι,Master,MBA + ηλεκτρολόγων μηχανικων,29000,29000,7,Ελλάδα,Αττική,,Ναι,Backend,C++
121,1/22/2023 4:57:28,Backend,C#,4,Όχι,Άντρας,Και τα δύο,Αθήνα,,501+,Όχι,Bachelor's,Μηχανικός υπολογιστών ,20000,20000,4,Ελλάδα,Αττική,,Ναι,Backend,C#
122,1/22/2023 6:23:56,AI / ML,Python,1,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Master,ΗΜΜΥ,19600,19600,1,Ελλάδα,Αττική,,Ναι,AI / ML,Python
123,1/22/2023 11:14:38,Backend,C#,1,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Bachelor's,Πληροφορικη,14000,14000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,C#
124,1/22/2023 15:01:13,"Backend, Frontend","C#, JavaScript",1,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Master,Degital Medai and Communication,12.74,12740,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","C#, JavaScript"
125,1/22/2023 16:12:47,BI,"Python, SQL",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,BSc in Digital Systems. MSc in Data Science.,13520,13520,1,Ελλάδα,Αττική,,Ναι,BI / Data Analysis,"Python, SQL"
126,1/23/2023 3:19:47,Backend,"JavaScript, Typescript ",4,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Ναι,Λύκειο,,28700,28700,4,Ελλάδα,Αττική,,Όχι,Backend,"JavaScript, TypeScript"
127,1/23/2023 12:53:40,QA engineer,SQL,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,AUEB - INFORMATION SYSTEM AND INFORMATION SECURITY / OPERATIONS RESEARCH AND ECONOMICS OF INFORMATION TECHNOLOGY,17360,17360,2,Ελλάδα,Αττική,,Ναι,QA Engineer / QA Automation Engineer,SQL
128,1/23/2023 13:27:50,Mobile apps,"Java, Kotlin",1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Λύκειο,,13000,13000,1,Ελλάδα,Αττική,,Όχι,Mobile Apps,"Java, Kotlin"
129,1/23/2023 17:41:04,Backend,PHP,9,Όχι,Άντρας,Και τα δύο,Zurich,St. Gallen,201 - 500,Όχι,Master,Computer Engineer & Informatics,72000,72000,9,Εξωτερικό,-,,Ναι,Backend,PHP
130,1/23/2023 18:47:50,Frontend,Angular,34,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,,11 - 50,Όχι,Λύκειο,,8540,8540,10+,Ελλάδα,Αττική,,Όχι,Frontend,TypeScript
131,1/23/2023 19:23:13,"Backend, Frontend, Mobile apps","Kotlin, TypeScript",1,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Comp. Sci.,21751,21751,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, Mobile Apps","Kotlin, TypeScript"
132,1/23/2023 20:22:48,"Backend, Frontend, DevOps","Java, JavaScript, Bash, TypeScript",2,Ναι,Άντρας,Απομακρυσμένα,Ξάνθη,Θεσσαλονίκη,501+,Όχι,Λύκειο,,15360,15360,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,"Backend, Frontend, SRE / DevOps","Java, JavaScript, Bash, TypeScript"
133,1/23/2023 22:19:48,DevOps,Python,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Ηλεκτρονικός ,23333,23333,2,Ελλάδα,Αττική,,Ναι,SRE / DevOps,Python
134,1/23/2023 23:22:48,Backend,"C, Python",2,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Πτυχιούχος Τμήματος Πληροφορικής Πανεπιστημίου Πειραιώς,28000,28000,2,Ελλάδα,Αττική,,Ναι,Backend,"C, Python"
135,1/24/2023 18:50:43,Backend,"Java, Kotlin",1,Όχι,Άντρας,Και τα δύο,Αθήνα,,101 - 200,Όχι,Bachelor's,Ηλεκτρολόγος & Ηλεκτρονικός Μηχανικός ,14280,14280,1,Ελλάδα,Αττική,,Ναι,Backend,"Java, Kotlin"
136,1/25/2023 12:41:40,Data Engineer,"Python, Scala",7,Όχι,Άντρας,Και τα δύο,Αθήνα,,501+,Όχι,Master,Computer Science,24000,24000,7,Ελλάδα,Αττική,,Ναι,Data Scientist / Data Engineer,"Python, Scala"
137,1/25/2023 12:44:52,"Backend, Frontend","Java, JavaScript, Bash",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,"Bachelor in Informatics, Master of Science in Computer Science",1350,18900,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Java, JavaScript, Bash"
138,1/25/2023 16:43:58,Backend,"JavaScript, PHP",2,Ναι,Άντρας,Απομακρυσμένα,Πάτρα,Αθήνα,51 - 100,Όχι,Master,Μηχανικών Πληροφορικής,15400,15400,2,Ελλάδα,Αττική,,Ναι,Backend,"JavaScript, PHP"
139,1/25/2023 16:50:19,Backend,Java,3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Ναι,Bachelor's,Μηχανικός Πληροφορικής Τ.Ε.,16906,16906,3,Ελλάδα,Αττική,,Ναι,Backend,Java
140,1/25/2023 18:36:10,DevOps,"Python, JavaScript",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,BSc,13300,13300,1,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Python, JavaScript"
141,1/26/2023 2:18:56,"AI / ML, Cybersecurity, Smart contracts DEFI ","Python, Solidity ",2,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,PhD,Πτδε ΑΠΘ ,48,48000,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"AI / ML, Cybersecurity, Smart contracts DEFI","Python, Solidity"
142,1/27/2023 13:41:27,"Backend, Frontend","C#, JavaScript",3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,"εφαρμοσμενη πληροφορικη 
",23000,23000,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
143,1/28/2023 22:26:19,"Backend, Frontend, Mobile apps, Desktop apps","PHP, Dart",2,Όχι,Άντρας,Στον χώρο του εργοδότη,Πάτρα,Πάτρα,11 - 50,Ναι,Master,Μηχανικός Η/Υ και Πληροφορικής ΠΑ.ΠΑ,16800,16800,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend, Mobile Apps, Desktop Apps","PHP, Dart"
144,1/29/2023 3:56:03,Full Stack Web Development ,"JavaScript, PHP, Html CSS SQL",1,Όχι,Άντρας,Στον χώρο του εργοδότη,Ηράκλειο,Ηράκλειο,1 - 10,Όχι,Bachelor's,Μηχανικών Πληροφορικής ,8500,8500,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","JavaScript, PHP, HTML"
145,1/30/2023 13:10:36,"Backend, Frontend","C#, JavaScript",6,Όχι,Άντρας,Στον χώρο του εργοδότη,Ρόδο,Ρόδο,11 - 50,Όχι,Bachelor's,Computing with Database Management Systems,14640,14640,6,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","C#, JavaScript"
146,1/31/2023 21:44:18,Frontend,JavaScript,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Ναι,Master,Μηχανικός Πληροφορικής και Τηλεπικοινωνιών,14244,14244,2,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
147,1/31/2023 23:59:10,Desktop apps,"C#, VB.NET",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Master,Πληροφορικής,13350,13350,1,Ελλάδα,Αττική,,Ναι,Desktop Apps,"C#, Visual Basic"
148,2/1/2023 12:04:50,"Backend, Frontend, Desktop apps",C#,1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Μηχανικός Η/Υ,8.778,8778,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, Desktop Apps",C#
149,2/1/2023 12:53:08,"Backend, Frontend",C#,4,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Cambridge ,501+,Όχι,Bachelor's,Computer Science,1200,14400,4,Εξωτερικό,-,,Ναι,"Backend, Frontend",C#
150,2/1/2023 12:56:08,Cloud Engineer,Java,2,Όχι,Γυναίκα,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Bachelor's,Πληροφορική,9742,9742,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,SRE / DevOps,Java
151,2/1/2023 13:27:19,Backend,C#,1,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,θεατρικων σπουδων,30000,30000,1,Ελλάδα,Αττική,,Όχι,Backend,C#
152,2/1/2023 13:29:12,Backend,Go,4,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Πληροφορική ΟΠΑ,18200,18200,4,Ελλάδα,Αττική,,Ναι,Backend,Go
153,2/1/2023 13:34:18,"Backend, Frontend","JavaScript, PHP",9,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,11 - 50,Όχι,Master,Μηχανικός,16240,16240,9,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
154,2/1/2023 14:00:59,"Backend, Mobile apps","C#, Swift, Kotlin",9,Όχι,Άντρας,Και τα δύο,Λευκωσία,Λευκωσία,11 - 50,Όχι,Bachelor's,Computer Engineering,38283,38283,9,Εξωτερικό,-,,Ναι,"Backend, Mobile Apps","C#, Swift, Kotlin"
155,2/1/2023 14:08:30,"Backend, Frontend",JavaScript,1,Ναι,Άντρας,Και τα δύο,Κω,Θεσσαλονίκη,1 - 10,Όχι,Bachelor's,Bsc Computer Science,12628,12628,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend",JavaScript
156,2/1/2023 14:25:58,"Gaming, Embedded",C++,12,Όχι,Άντρας,Και τα δύο,Stuttgart,Stuttgart,501+,Όχι,Master,Electrical and Computer Engineering,66000,66000,10+,Εξωτερικό,-,,Ναι,"Gaming, FPGA / ASIC / Embedded",C++
157,2/1/2023 14:53:09,"Frontend, automations","Python, JavaScript",4,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,201 - 500,Όχι,Master,"BSc Information Technology
MCs Mobile Computing",20832,20832,4,Ελλάδα,Αττική,,Ναι,"Frontend, Automations / RPA","Python, JavaScript"
